ID,Site,Stratigraphic_unit,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RF.b_4172,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,131.4978943,278.8946762,20.9,8.7,1.3,RF.b_4172.ply,1 unit = 1mm,26538,0.165229,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4178,Fumane,A2,Undetermined,Blank,Bladelet,Maintenance,NA,0%,Complete,694.0354004,712.4617588,39.1,7.7,5.3,RF.b_4178.ply,1 unit = 1mm,60508,0.174078,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4215,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,1113.125732,1080.313703,41.1,13.4,4.1,RF.b_4215.ply,1 unit = 1mm,97782,0.168659,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4216,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,875.8886719,965.0332459,50,8.5,4.4,RF.b_4216.ply,1 unit = 1mm,88644,0.167318,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4220,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,33-66%,Complete,2838.000977,2054.099332,61.7,20.2,6.6,RF.b_4220.ply,1 unit = 1mm,400000,0.112285,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4251,Fumane,A2,Maiolica,Blank,Blade,Semi-cortical,NA,1-33%,Complete,949.9386597,1190.740164,48.1,15.3,2.5,RF.b_4251.ply,1 unit = 1mm,108017,0.168117,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4270,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,390.097168,505.9842373,28,10,3,RF.b_4270.ply,1 unit = 1mm,45978,0.168465,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4299,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,389.8163452,632.4013542,34.4,10.9,2.6,RF.b_4299.ply,1 unit = 1mm,59880,0.16534,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4344,Fumane,A1,Maiolica,Blank,Bladelet,Initialization,NA,0%,Complete,455.1174927,501.4088597,33,6,5.8,RF.b_4344.ply,1 unit = 1mm,44770,0.169568,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4413,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Proximal,552.4464111,671.3102121,37.5,9.1,4,RF.b_4413.ply,1 unit = 1mm,60558,0.168595,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_442,Fumane,A1,Maiolica,Tool,Blade,Maintenance,NA,1-33%,Complete,651.9435425,753.8576747,31,13.6,2.5,RF.b_442.ply,1 unit = 1mm,69030,0.167956,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4425,Fumane,A1,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,339.9841309,524.6671753,29.6,10.5,2.5,RF.b_4425.ply,1 unit = 1mm,47826,0.16755,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4426,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,386.9177551,543.1502992,27.8,11.2,3,RF.b_4426.ply,1 unit = 1mm,49182,0.168922,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4427,Fumane,A1,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,561.4089355,649.4838761,30.2,10.3,2.5,RF.b_4427.ply,1 unit = 1mm,55790,0.172553,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4470,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Proximal,254.0212097,428.2153365,28.2,7.3,2.4,RF.b_4470.ply,1 unit = 1mm,39498,0.167296,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4490,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,200.4996185,328.558449,25,8.2,2.3,RF.b_4490.ply,1 unit = 1mm,28512,0.173013,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4501,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,1-33%,Complete,4272.984375,2431.871949,57.2,24.2,9.9,RF.b_4501.ply,1 unit = 1mm,400000,0.124388,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4532,Fumane,A1,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,945.4864502,1022.862118,40.7,14.9,3.5,RF.b_4532.ply,1 unit = 1mm,264796,0.101176,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4561,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Proximal,2536.852539,2036.016638,65.5,17.6,5,RF.b_4561.ply,1 unit = 1mm,400000,0.114715,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4589,Fumane,A1,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Distal,527.7451172,781.4391248,39.8,14.4,3,RF.b_4589.ply,1 unit = 1mm,73396,0.165948,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4606,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,472.6414795,616.2307413,29.5,11.2,3.8,RF.b_4606.ply,1 unit = 1mm,57360,0.1664,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4624,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,239.0313416,386.0133553,28,8.2,1.7,RF.b_4624.ply,1 unit = 1mm,35494,0.167317,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4636,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Proximal,2617.370605,2100.916489,56,22.2,4.7,RF.b_4636.ply,1 unit = 1mm,400000,0.11603,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4665,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,239.7881775,405.1327804,25.1,9.5,1.6,RF.b_4665.ply,1 unit = 1mm,35750,0.17101,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4697,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,65.99559784,156.5577351,16.3,5.7,1.3,RF.b_4697.ply,1 unit = 1mm,14088,0.169507,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_475,Fumane,A2,Maiolica,Tool,Blade,Optimal,NA,0%,Complete,2856.960693,2367.29193,56.1,21.6,5.4,RF.b_475.ply,1 unit = 1mm,400000,0.122966,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4752,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,360.3477478,517.6096556,27.2,10.5,1.5,RF.b_4752.ply,1 unit = 1mm,48820,0.165653,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4948,Fumane,A1,Eocenic,Blank,Blade,Maintenance,NA,0%,Complete,5143.905762,2768.5789,64,24.5,7.8,RF.b_4948.ply,1 unit = 1mm,400000,0.133219,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4966,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,1-33%,Complete,1548.411865,1550.243855,50.6,15.8,4.4,RF.b_4966.ply,1 unit = 1mm,389206,0.102497,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4977,Fumane,A1,Scaglia.Rossa,Blank,Blade,Maintenance,NA,0%,Complete,640.3032227,614.7681516,27.5,12.5,4.5,RF.b_4977.ply,1 unit = 1mm,56808,0.16705,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5025,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,0%,Proximal,1262.771973,988.3392464,36.6,12.8,4.8,RF.b_5025.ply,1 unit = 1mm,91316,0.16683,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5043,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Semi-cortical,NA,33-66%,Complete,424.0910645,527.2675752,29.2,10.4,2.3,RF.b_5043.ply,1 unit = 1mm,48900,0.166842,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5074,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Proximal,298.3956604,450.566066,25.8,9.4,1.8,RF.b_5074.ply,1 unit = 1mm,37606,0.175792,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5150,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,563.6747437,696.7701979,34.5,11.4,3.1,RF.b_5150.ply,1 unit = 1mm,63828,0.167843,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5155,Fumane,A2,Maiolica,Blank,Bladelet,Semi-cortical,NA,1-33%,Proximal,837.706604,937.1718532,42.4,11.6,3.4,RF.b_5155.ply,1 unit = 1mm,86418,0.167362,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5169,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1829.779541,1848.753217,60.1,16.6,4.9,RF.b_5169.ply,1 unit = 1mm,400000,0.10509,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5174,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,1016.727478,1117.377806,49.2,11.5,3.6,RF.b_5174.ply,1 unit = 1mm,100878,0.169135,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5175,Fumane,A2,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,695.7091064,850.1999052,39.1,12.5,2.8,RF.b_5175.ply,1 unit = 1mm,78134,0.167578,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5176,Fumane,A2,Scaglia.Rossa,Blank,Bladelet,Maintenance,NA,1-33%,Complete,383.3549805,512.7841441,39,5.2,3.5,RF.b_5176.ply,1 unit = 1mm,46220,0.169765,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5178,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,1137.789917,1116.831124,47.7,12.1,6.5,RF.b_5178.ply,1 unit = 1mm,100088,0.169236,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5180,Fumane,A2,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Complete,868.8791504,1021.492561,39.8,14.3,3.3,RF.b_5180.ply,1 unit = 1mm,97274,0.164889,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5181,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,563.9356079,727.5897956,42.3,10.1,4.1,RF.b_5181.ply,1 unit = 1mm,61956,0.174657,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5185,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1679.073608,1312.259059,49.9,12.8,5.4,RF.b_5185.ply,1 unit = 1mm,116648,0.170603,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5187,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,3490.004883,2520.383562,62.1,23,7,RF.b_5187.ply,1 unit = 1mm,400000,0.127217,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5194,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,33-66%,Complete,4064.766357,2553.633912,58.4,22.7,8,RF.b_5194.ply,1 unit = 1mm,400000,0.127575,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5195,Fumane,A2,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,482.5635071,658.6348882,39.4,9.6,2.8,RF.b_5195.ply,1 unit = 1mm,61230,0.167073,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5199,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,211.4329834,439.2355407,30.6,7.6,1.5,RF.b_5199.ply,1 unit = 1mm,41732,0.165206,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5202,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,925.5897217,1113.571782,48.6,14.4,2.7,RF.b_5202.ply,1 unit = 1mm,102210,0.16806,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5204,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,444.0677795,713.7110005,37.1,11.4,2.2,RF.b_5204.ply,1 unit = 1mm,67194,0.165821,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5207,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,33-66%,Complete,7351.072754,3370.871159,68.3,26,10,RF.b_5207.ply,1 unit = 1mm,400000,0.147092,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5209,Fumane,A2,Maiolica,Blank,Blade,Semi-cortical,NA,33-66%,Complete,2153.94043,1878.957484,56,19.7,6,RF.b_5209.ply,1 unit = 1mm,400000,0.110061,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5210,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,809.0708618,874.6981261,39,12.2,3.4,RF.b_5210.ply,1 unit = 1mm,81514,0.166791,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5213,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,46.14324188,134.1711157,15.5,4.7,1,RF.b_5213.ply,1 unit = 1mm,12046,0.169843,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5215,Fumane,A2,Maiolica,Blank,Blade,Initialization,NA,66-99%,Complete,8231.924805,3435.258467,57.7,30.5,11.1,RF.b_5215.ply,1 unit = 1mm,400000,0.147492,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5216,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,519.7709961,811.1916947,37,12.5,2.3,RF.b_5216.ply,1 unit = 1mm,76346,0.165725,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5219,Fumane,A2,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,1427.489868,1747.761508,63.3,15.8,3.8,RF.b_5219.ply,1 unit = 1mm,400000,0.106628,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5221,Fumane,A2,Scaglia.Rossa,Blank,Blade,Semi-cortical,NA,1-33%,Complete,1865.582886,1673.626964,47.7,18.7,4.9,RF.b_5221.ply,1 unit = 1mm,400000,0.103545,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5222,Fumane,A2,Maiolica,Blank,Flake,Maintenance,NA,1-33%,Complete,2861.224365,2144.284159,60,26.8,4.6,RF.b_5222.ply,1 unit = 1mm,400000,0.117243,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5225,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,683.0066528,740.8877534,38.2,10.9,4.6,RF.b_5225.ply,1 unit = 1mm,67882,0.167899,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5226,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1288.183472,1259.312068,46.2,15.7,4.2,RF.b_5226.ply,1 unit = 1mm,115342,0.168015,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5228,Fumane,A2,Scaglia.Variegata,Blank,Flake,Maintenance,NA,1-33%,Complete,2093.47876,1629.96981,44.2,23.5,6.3,RF.b_5228.ply,1 unit = 1mm,400000,0.103589,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5229,Fumane,A2,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Complete,375.1860352,587.0013643,32,13,2,RF.b_5229.ply,1 unit = 1mm,55922,0.16497,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5231,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,291.0777893,451.0322359,39,6.6,2.1,RF.b_5231.ply,1 unit = 1mm,41116,0.168318,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5232,Fumane,A2,Maiolica,Blank,Blade,Semi-cortical,NA,33-66%,Complete,1865.140747,1621.551002,58.1,15.8,5.8,RF.b_5232.ply,1 unit = 1mm,400000,0.10347,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5234,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,33-66%,Complete,6038.416992,2876.657733,61.4,20.9,11,RF.b_5234.ply,1 unit = 1mm,730966,0.102218,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5238,Fumane,A2,Maiolica,Blank,Blade,Initialization,NA,1-33%,Complete,2302.323242,1517.081881,48.1,15.9,9.5,RF.b_5238.ply,1 unit = 1mm,374348,0.102934,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5240,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1280.2854,1152.745159,41.8,16.4,4.2,RF.b_5240.ply,1 unit = 1mm,98172,0.173519,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5244,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1735.137451,1909.190404,65.2,15.8,4,RF.b_5244.ply,1 unit = 1mm,400000,0.110508,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5245,Fumane,A2,Scaglia.Variegata,Blank,Blade,Maintenance,NA,0%,Complete,658.6965332,848.9994388,36,12.5,2.5,RF.b_5245.ply,1 unit = 1mm,79284,0.166173,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5247,Fumane,A2,Scaglia.Variegata,Blank,Blade,Maintenance,NA,0%,Complete,1046.862183,1089.470402,39.8,13.7,4.2,RF.b_5247.ply,1 unit = 1mm,100194,0.167473,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5249,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,716.7218628,873.8073605,39.6,13.3,2.2,RF.b_5249.ply,1 unit = 1mm,81882,0.16601,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5250,Fumane,A2,Scaglia.Rossa,Blank,Blade,Maintenance,NA,0%,Complete,1975.487305,1790.988606,55.2,19.5,5.7,RF.b_5250.ply,1 unit = 1mm,400000,0.108003,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5254,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,259.3564453,430.7289169,30.9,8,2.2,RF.b_5254.ply,1 unit = 1mm,39018,0.169068,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5256,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,216.7451782,386.9517637,25.9,10.5,1.7,RF.b_5256.ply,1 unit = 1mm,37038,0.164528,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5257,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,200.8290558,379.1235464,26.6,7.3,2,RF.b_5257.ply,1 unit = 1mm,35596,0.166026,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5262,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,927.3712769,1168.194021,47.5,15,2.7,RF.b_5262.ply,1 unit = 1mm,110184,0.165738,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5267,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Maintenance,NA,0%,Complete,1043.705444,984.0488843,44.8,10.1,5.5,RF.b_5267.ply,1 unit = 1mm,90200,0.167444,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5268,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,1-33%,Complete,2919.570801,1900.608583,47.6,19.3,5.9,RF.b_5268.ply,1 unit = 1mm,400000,0.106293,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5269,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1022.52478,1016.318327,44.4,12.6,4.6,RF.b_5269.ply,1 unit = 1mm,92052,0.168789,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5270,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,395.0470886,620.1305378,33.5,11.4,2.5,RF.b_5270.ply,1 unit = 1mm,58694,0.165683,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
